Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Chicago Bulls,CHI vs. SAS,2015-01-22,W,240,104,36,76,47.4,6,19,31.6,26,32,81.3,8,38,46,19,7,8,10,16,23
Chicago Bulls,CHI @ DAL,2015-01-23,W,240,102,38,78,48.7,9,16,56.3,17,20,85,15,32,47,22,8,5,24,18,4
Chicago Bulls,CHI vs. MIA,2015-01-25,L,240,84,31,87,35.6,7,24,29.2,15,19,78.9,14,29,43,15,5,10,11,16,-12
Chicago Bulls,CHI @ GSW,2015-01-27,W,265,113,42,98,42.9,8,29,27.6,21,23,91.3,19,42,61,19,6,6,21,18,2
Chicago Bulls,CHI @ LAL,2015-01-29,L,290,118,43,104,41.3,6,25,24,26,32,81.3,17,32,49,26,9,6,14,21,-5
Chicago Bulls,CHI @ PHX,2015-01-30,L,240,93,36,87,41.4,4,18,22.2,17,27,63,12,37,49,20,6,3,12,18,-6
Chicago Bulls,CHI @ HOU,2015-02-04,L,240,90,31,89,34.8,8,25,32,20,26,76.9,18,42,60,16,3,5,13,17,-11
Chicago Bulls,CHI @ NOP,2015-02-07,W,240,107,43,84,51.2,10,22,45.5,11,13,84.6,8,37,45,18,6,4,11,7,35
Chicago Bulls,CHI @ ORL,2015-02-08,W,240,98,37,77,48.1,8,22,36.4,16,18,88.9,7,28,35,27,11,1,15,11,1
Chicago Bulls,CHI vs. SAC,2015-02-10,W,240,104,42,80,52.5,7,20,35,13,15,86.7,5,28,33,26,8,3,7,21,18
Chicago Bulls,CHI vs. CLE,2015-02-12,W,240,113,42,92,45.7,9,23,39.1,20,26,76.9,13,34,47,29,10,3,8,23,15
Chicago Bulls,CHI @ DET,2015-02-20,L,240,91,33,78,42.3,5,16,31.3,20,22,90.9,13,30,43,16,2,7,20,23,-9
Chicago Bulls,CHI vs. PHX,2015-02-21,W,240,112,43,89,48.3,12,24,50,14,16,87.5,14,33,47,27,5,3,17,14,5
Chicago Bulls,CHI vs. MIL,2015-02-23,W,240,87,27,76,35.5,8,26,30.8,25,32,78.1,18,44,62,20,4,7,19,16,16
Chicago Bulls,CHI vs. CHA,2015-02-25,L,240,86,34,77,44.2,3,17,17.6,15,23,65.2,9,34,43,24,6,11,12,17,-12
Chicago Bulls,CHI vs. MIN,2015-02-27,W,240,96,37,96,38.5,9,31,29,13,16,81.3,22,31,53,24,5,5,10,24,7
Chicago Bulls,CHI vs. LAC,2015-03-01,L,240,86,27,87,31,10,26,38.5,22,30,73.3,17,34,51,18,2,1,12,17,-10
Chicago Bulls,CHI vs. WAS,2015-03-03,W,240,97,33,78,42.3,9,29,31,22,30,73.3,10,37,47,20,5,7,16,16,5
Chicago Bulls,CHI vs. OKC,2015-03-05,W,240,108,40,87,46,7,25,28,21,26,80.8,12,36,48,26,4,3,10,15,3
Chicago Bulls,CHI @ IND,2015-03-06,L,240,84,31,86,36,5,23,21.7,17,19,89.5,14,30,44,20,5,3,13,25,-14
Chicago Bulls,CHI @ SAS,2015-03-08,L,240,105,37,73,50.7,5,15,33.3,26,29,89.7,7,37,44,20,6,6,22,24,-11
Chicago Bulls,CHI vs. MEM,2015-03-09,L,240,91,35,80,43.8,10,22,45.5,11,14,78.6,9,35,44,18,7,2,17,13,-10
Chicago Bulls,CHI @ PHI,2015-03-11,W,265,104,40,87,46,10,24,41.7,14,20,70,8,50,58,24,6,2,18,16,9
Chicago Bulls,CHI @ CHA,2015-03-13,L,240,91,31,82,37.8,15,32,46.9,14,19,73.7,4,32,36,18,4,6,11,25,-10
Chicago Bulls,CHI @ OKC,2015-03-15,L,240,100,37,83,44.6,9,29,31,17,24,70.8,9,24,33,20,5,3,11,24,-9
Chicago Bulls,CHI vs. IND,2015-03-18,W,240,103,34,82,41.5,10,24,41.7,25,28,89.3,9,43,52,22,6,4,12,23,17
Chicago Bulls,CHI vs. TOR,2015-03-20,W,240,108,42,79,53.2,9,28,32.1,15,17,88.2,13,34,47,32,4,7,12,21,16
Chicago Bulls,CHI @ DET,2015-03-21,L,240,91,33,77,42.9,6,21,28.6,19,24,79.2,8,37,45,22,2,1,12,11,-16
Chicago Bulls,CHI vs. CHA,2015-03-23,W,240,98,37,82,45.1,3,16,18.8,21,29,72.4,6,40,46,21,5,7,6,20,12
Chicago Bulls,CHI @ TOR,2015-03-25,W,240,116,45,74,60.8,12,23,52.2,14,17,82.4,2,29,31,26,4,6,8,16,13
Chicago Bulls,CHI vs. NYK,2015-03-28,W,240,111,43,84,51.2,6,17,35.3,19,22,86.4,12,39,51,28,8,5,14,16,31
Chicago Bulls,CHI @ MIL,2015-04-01,L,240,91,31,74,41.9,5,26,19.2,24,37,64.9,12,28,40,18,11,3,22,21,-4
Chicago Bulls,CHI vs. DET,2015-04-03,W,240,88,33,85,38.8,4,17,23.5,18,21,85.7,19,25,44,18,9,5,12,15,6
Chicago Bulls,CHI @ CLE,2015-04-05,L,240,94,34,76,44.7,11,27,40.7,15,21,71.4,9,36,45,28,7,2,16,22,-5
Chicago Bulls,CHI @ ORL,2015-04-08,L,240,103,34,79,43,12,26,46.2,23,31,74.2,12,29,41,25,9,4,17,16,-2
Chicago Bulls,CHI @ MIA,2015-04-09,W,240,89,35,91,38.5,6,23,26.1,13,17,76.5,15,36,51,17,10,2,11,11,11
Chicago Bulls,CHI vs. PHI,2015-04-11,W,240,114,40,90,44.4,9,26,34.6,25,36,69.4,13,35,48,20,8,5,10,20,7
Chicago Bulls,CHI @ BKN,2015-04-13,W,240,113,44,88,50,12,30,40,13,17,76.5,9,37,46,26,7,8,9,18,27
Chicago Bulls,CHI vs. ATL,2015-04-15,W,240,91,31,77,40.3,7,24,29.2,22,26,84.6,7,43,50,14,11,9,22,12,6
